season,id_season,id_comp,start_date,end_date,name
2025/26,qvgdc9xfuqxgp3j0dmjw407o,48pg4xminsjxun5x4yp5ng8v,2025-08-02T00:00:00Z,2026-05-23T00:00:00Z,National Division 2025/2026
2024/25,ctnujv3amydgdxet26vhlsff8,48pg4xminsjxun5x4yp5ng8v,2024-08-03T00:00:00Z,2025-05-25T00:00:00Z,National Division 2024/2025
