season,id_season,id_comp,start_date,end_date,name
2021/22,6s5v8szdtzrgpo74tsvzpj8d0,1rlh9j70dy0rmqwm89v2jmzg6,2021-07-31T00:00:00Z,2022-11-05T00:00:00Z,Copa MX 2021/2022
2019/20,cv55lr5zxxsdy8z8fledti3ca,1rlh9j70dy0rmqwm89v2jmzg6,2019-07-31T00:00:00Z,2020-11-05T00:00:00Z,Copa MX 2019/2020
