season,id_season,id_comp,start_date,end_date,name
2025/26,7p3sa1jlemanzjhbsu743isyc,2000000054,2025-08-08T00:00:00Z,2026-05-29T00:00:00Z,Premier League 2025/2026
2024/25,4sdeen6bnoc59ar9c37ukjdas,2000000054,2024-10-30T00:00:00Z,2025-05-31T00:00:00Z,Premier League 2024/2025
2023/24,1c6emxkr6rv8x0i4i66liqv4k,2000000054,2023-09-18T00:00:00Z,2024-08-18T00:00:00Z,Premier League 2023/2024
2022/23,cm6wm7jtcrw446t0h6a65t0r8,2000000054,2022-10-18T00:00:00Z,2023-07-26T00:00:00Z,Premier League 2022/2023
2022,400209019,2000000054,2021-10-25T00:00:00Z,2022-08-30T00:00:00Z,2022
