matches,teams,rounds,date_first,date_last,title,slug
132,12,22,2024-08-02,2025-03-15,Bundesliga 2024/2025,aut-bundesliga-2024-2025
30,6,10,2024-03-16,2024-05-18,Bundesliga 2023/2024 Qualifikationsgruppe,aut-bundesliga-2023-2024-qualifikationsgruppe
3,3,2,2024-05-21,2024-05-28,Bundesliga 2023/2024 Playoff,aut-bundesliga-2023-2024-playoff
30,6,10,2024-03-15,2024-05-19,Bundesliga 2023/2024 Meistergruppe,aut-bundesliga-2023-2024-meistergruppe
132,12,22,2023-07-28,2024-03-10,Bundesliga 2023/2024,aut-bundesliga-2023-2024
30,6,10,2023-03-31,2023-06-02,Bundesliga 2022/2023 Qualifikationsgruppe,aut-bundesliga-2022-2023-qualifikationsgruppe
3,3,2,2023-06-05,2023-06-11,Bundesliga 2022/2023 Playoff,aut-bundesliga-2022-2023-playoff
30,6,10,2023-04-02,2023-06-03,Bundesliga 2022/2023 Meistergruppe,aut-bundesliga-2022-2023-meistergruppe
132,12,22,2022-07-22,2023-03-19,Bundesliga 2022/2023,aut-bundesliga-2022-2023
30,6,10,2022-03-12,2022-05-20,Bundesliga 2021/2022 Qualifikationsgruppe,aut-bundesliga-2021-2022-qualifikationsgruppe
3,3,2,2022-05-23,2022-05-29,Bundesliga 2021/2022 Playoff,aut-bundesliga-2021-2022-playoff
30,6,10,2022-03-13,2022-05-21,Bundesliga 2021/2022 Meistergruppe,aut-bundesliga-2021-2022-meistergruppe
132,12,22,2021-07-23,2022-03-06,Bundesliga 2021/2022,aut-bundesliga-2021-2022
30,6,10,2021-04-03,2021-05-21,Bundesliga 2020/2021 Qualifikationsgruppe,aut-bundesliga-2020-2021-qualifikationsgruppe
3,3,2,2021-05-24,2021-05-30,Bundesliga 2020/2021 Playoff,aut-bundesliga-2020-2021-playoff
30,6,10,2021-04-04,2021-05-22,Bundesliga 2020/2021 Meistergruppe,aut-bundesliga-2020-2021-meistergruppe
132,12,22,2020-09-11,2021-03-21,Bundesliga 2020/2021,aut-bundesliga-2020-2021
30,6,10,2020-06-02,2020-07-04,Bundesliga 2019/2020 Qualifikationsgruppe,aut-bundesliga-2019-2020-qualifikationsgruppe
3,3,2,2020-07-08,2020-07-15,Bundesliga 2019/2020 Playoff,aut-bundesliga-2019-2020-playoff
30,6,10,2020-06-03,2020-07-05,Bundesliga 2019/2020 Meistergruppe,aut-bundesliga-2019-2020-meistergruppe
132,12,22,2019-07-26,2020-03-08,Bundesliga 2019/2020,aut-bundesliga-2019-2020
30,6,10,2019-03-30,2019-05-25,Bundesliga 2018/2019 Qualifikationsgruppe,aut-bundesliga-2018-2019-qualifikationsgruppe
3,3,2,2019-05-28,2019-06-02,Bundesliga 2018/2019 Playoff,aut-bundesliga-2018-2019-playoff
30,6,10,2019-03-31,2019-05-26,Bundesliga 2018/2019 Meistergruppe,aut-bundesliga-2018-2019-meistergruppe
132,12,22,2018-07-27,2019-03-17,Bundesliga 2018/2019,aut-bundesliga-2018-2019
180,10,36,2017-07-22,2018-05-27,Bundesliga 2017/2018,aut-bundesliga-2017-2018
180,10,36,2016-07-23,2017-05-28,Bundesliga 2016/2017,aut-bundesliga-2016-2017
180,10,36,2015-07-25,2016-05-15,Bundesliga 2015/2016,aut-bundesliga-2015-2016
180,10,36,2014-07-19,2015-05-31,Bundesliga 2014/2015,aut-bundesliga-2014-2015
180,10,36,2013-07-20,2014-05-12,Bundesliga 2013/2014,aut-bundesliga-2013-2014
180,10,36,2012-07-21,2013-05-26,Bundesliga 2012/2013,aut-bundesliga-2012-2013
180,10,36,2011-07-16,2012-05-17,Bundesliga 2011/2012,aut-bundesliga-2011-2012
180,10,36,2010-07-17,2011-05-25,Bundesliga 2010/2011,aut-bundesliga-2010-2011
180,10,36,2009-07-17,2010-05-13,Bundesliga 2009/2010,aut-bundesliga-2009-2010
180,10,36,2008-07-08,2009-05-31,Bundesliga 2008/2009,aut-bundesliga-2008-2009
180,10,36,2007-07-10,2008-04-26,Bundesliga 2007/2008,aut-bundesliga-2007-2008
180,10,36,2006-07-18,2007-05-20,Bundesliga 2006/2007,aut-bundesliga-2006-2007
180,10,36,2005-07-12,2006-05-13,Bundesliga 2005/2006,aut-bundesliga-2005-2006
180,10,36,2004-07-13,2005-05-29,Bundesliga 2004/2005,aut-bundesliga-2004-2005
180,10,36,2003-07-16,2004-05-20,Bundesliga 2003/2004,aut-bundesliga-2003-2004
180,10,36,2002-07-09,2003-05-29,Bundesliga 2002/2003,aut-bundesliga-2002-2003
180,10,36,2001-07-10,2002-05-09,Bundesliga 2001/2002,aut-bundesliga-2001-2002
180,10,36,2000-07-04,2001-05-24,Bundesliga 2000/2001,aut-bundesliga-2000-2001
180,10,36,1999-06-29,2000-05-27,Bundesliga 1999/2000,aut-bundesliga-1999-2000
180,10,36,1998-07-28,1999-05-29,Bundesliga 1998/1999,aut-bundesliga-1998-1999
180,10,36,1997-07-09,1998-05-16,Bundesliga 1997/1998,aut-bundesliga-1997-1998
180,10,36,1996-07-24,1997-06-03,Bundesliga 1996/1997,aut-bundesliga-1996-1997
180,10,36,1995-08-02,1996-06-01,Bundesliga 1995/1996,aut-bundesliga-1995-1996
180,10,36,1994-08-02,1995-06-17,Bundesliga 1994/1995,aut-bundesliga-1994-1995
180,10,36,1993-07-31,1994-06-08,Bundesliga 1993/1994,aut-bundesliga-1993-1994
56,8,14,1993-03-13,1993-06-12,Bundesliga 1992/1993 Oberes Play-Off,aut-bundesliga-1992-1993-oberes-play-off
132,12,22,1992-07-24,1992-11-28,Bundesliga 1992/1993,aut-bundesliga-1992-1993
56,8,14,1992-03-07,1992-06-03,Bundesliga 1991/1992 Oberes Play-Off,aut-bundesliga-1991-1992-oberes-play-off
132,12,22,1991-07-24,1991-11-30,Bundesliga 1991/1992,aut-bundesliga-1991-1992
56,8,14,1991-03-09,1991-06-12,Bundesliga 1990/1991 Oberes Play-Off,aut-bundesliga-1990-1991-oberes-play-off
132,12,22,1990-07-27,1990-12-01,Bundesliga 1990/1991,aut-bundesliga-1990-1991
56,8,14,1990-02-17,1990-05-15,Bundesliga 1989/1990 Oberes Play-Off,aut-bundesliga-1989-1990-oberes-play-off
132,12,22,1989-07-21,1989-12-02,Bundesliga 1989/1990,aut-bundesliga-1989-1990
56,8,14,1989-03-11,1989-06-09,Bundesliga 1988/1989 Oberes Play-Off,aut-bundesliga-1988-1989-oberes-play-off
132,12,22,1988-07-22,1988-12-04,Bundesliga 1988/1989,aut-bundesliga-1988-1989
56,8,14,1988-03-12,1988-06-07,Bundesliga 1987/1988 Oberes Play-Off,aut-bundesliga-1987-1988-oberes-play-off
132,12,22,1987-07-21,1987-11-29,Bundesliga 1987/1988,aut-bundesliga-1987-1988
56,8,14,1987-03-14,1987-06-26,Bundesliga 1986/1987 Oberes Play-Off,aut-bundesliga-1986-1987-oberes-play-off
132,12,22,1986-07-22,1986-11-29,Bundesliga 1986/1987,aut-bundesliga-1986-1987
56,8,14,1986-03-01,1986-05-30,Bundesliga 1985/1986 Oberes Play-Off,aut-bundesliga-1985-1986-oberes-play-off
132,12,22,1985-08-08,1985-12-14,Bundesliga 1985/1986,aut-bundesliga-1985-1986
240,16,30,1984-08-24,1985-06-08,Bundesliga 1984/1985,aut-bundesliga-1984-1985
