season,slug
2024 Clausura,col-primera-a-2024-clausura
2024 Apertura Playoffs,col-primera-a-2024-apertura-playoffs
2024 Apertura,col-primera-a-2024-apertura
2023 Clausura Playoffs,col-primera-a-2023-clausura-playoffs
2023 Clausura,col-primera-a-2023-clausura
2023 Apertura Playoffs,col-primera-a-2023-apertura-playoffs
2023 Apertura,col-primera-a-2023-apertura
2022 Clausura Playoffs,col-primera-a-2022-clausura-playoffs
2022 Clausura,col-primera-a-2022-clausura
2022 Apertura Playoffs,col-primera-a-2022-apertura-playoffs
2022 Apertura,col-primera-a-2022-apertura
2021 Clausura Playoffs,col-primera-a-2021-clausura-playoffs
2021 Clausura,col-primera-a-2021-clausura
2021 Apertura Playoffs,col-primera-a-2021-apertura-playoffs
2021 Apertura,col-primera-a-2021-apertura
2020 Playoffs,col-primera-a-2020-playoffs
2020 Liguilla de Eliminados,col-primera-a-2020-liguilla-de-eliminados
2020 Copa Sud Playoff,col-primera-a-2020-copa-sud-playoff
2020,col-primera-a-2020
2019 Clausura Playoffs,col-primera-a-2019-clausura-playoffs_2
2019 Clausura,col-primera-a-2019-clausura
2019 Apertura Playoffs,col-primera-a-2019-apertura-playoffs
2019 Apertura,col-primera-a-2019-apertura
2018 Clausura Playoffs,col-primera-a-2018-clausura-playoffs
2018 Clausura,col-primera-a-2018-clausura
2018 Apertura Playoffs,col-primera-a-2018-apertura-playoffs
2018 Apertura,col-primera-a-2018-apertura
2017 Clausura Playoffs,col-primera-a-2017-clausura-playoffs
2017 Clausura,col-primera-a-2017-clausura
2017 Apertura Playoffs,col-primera-a-2017-apertura-playoffs
2017 Apertura,col-primera-a-2017-apertura
2016 Clausura Playoffs,col-primera-a-2016-clausura-playoffs
2016 Clausura,col-primera-a-2016-clausura
2016 Apertura Playoffs,col-primera-a-2016-apertura-playoffs
2016 Apertura,col-primera-a-2016-apertura
2015 Clausura Playoffs,col-primera-a-2015-clausura-playoffs
2015 Clausura,col-primera-a-2015-clausura
2015 Apertura Playoffs,col-primera-a-2015-apertura-playoffs
2015 Apertura,col-primera-a-2015-apertura
2014 Clausura Playoffs,col-primera-a-2014-clausura-playoffs
2014 Clausura,col-primera-a-2014-clausura
2014 Apertura Playoffs,col-primera-a-2014-apertura-playoffs
2014 Apertura,col-primera-a-2014-apertura
2013 Clausura Playoffs,col-primera-a-2013-clausura-playoffs
2013 Clausura,col-primera-a-2013-clausura
2013 Apertura Playoffs,col-primera-a-2013-apertura-playoffs
2013 Apertura,col-primera-a-2013-apertura
2012 Clausura Playoffs,col-primera-a-2012-clausura-playoffs
2012 Clausura,col-primera-a-2012-clausura
2012 Apertura Playoffs,col-primera-a-2012-apertura-playoffs
2012 Apertura,col-primera-a-2012-apertura
2011 Clausura Playoffs,col-primera-a-2011-clausura-playoffs
2011 Clausura,col-primera-a-2011-clausura
2011 Apertura Playoffs,col-primera-a-2011-apertura-playoffs
2011 Apertura,col-primera-a-2011-apertura
2010 Clausura Playoffs,col-primera-a-2010-clausura-playoffs
2010 Clausura,col-primera-a-2010-clausura
2010 Apertura Playoffs,col-primera-a-2010-apertura-playoffs
2010 Apertura,col-primera-a-2010-apertura
2009 Clausura Playoffs,col-copa-mustang-2009-clausura-playoffs
2009 Clausura,col-copa-mustang-2009-clausura
2009 Apertura Playoffs,col-copa-mustang-2009-apertura-playoffs
2009 Apertura,col-copa-mustang-2009-apertura
2008 Clausura Cuadrangulares,col-copa-mustang-2008-clausura-cuadrangulares
2008 Clausura,col-copa-mustang-2008-clausura
2008 Apertura Cuadrangulares,col-copa-mustang-2008-apertura-cuadrangulares
2008 Apertura,col-copa-mustang-2008-apertura
2007 Clausura Cuadrangulares,col-copa-mustang-2007-clausura-cuadrangulares
2007 Clausura,col-copa-mustang-2007-clausura
2007 Apertura Cuadrangulares,col-copa-mustang-2007-apertura-cuadrangulares
2007 Apertura,col-copa-mustang-2007-apertura
