season,slug
2024/2025,aut-bundesliga-2024-2025
2023/2024 Qualifikationsgruppe,aut-bundesliga-2023-2024-qualifikationsgruppe
2023/2024 Playoff,aut-bundesliga-2023-2024-playoff
2023/2024 Meistergruppe,aut-bundesliga-2023-2024-meistergruppe
2023/2024,aut-bundesliga-2023-2024
2022/2023 Qualifikationsgruppe,aut-bundesliga-2022-2023-qualifikationsgruppe
2022/2023 Playoff,aut-bundesliga-2022-2023-playoff
2022/2023 Meistergruppe,aut-bundesliga-2022-2023-meistergruppe
2022/2023,aut-bundesliga-2022-2023
2021/2022 Qualifikationsgruppe,aut-bundesliga-2021-2022-qualifikationsgruppe
2021/2022 Playoff,aut-bundesliga-2021-2022-playoff
2021/2022 Meistergruppe,aut-bundesliga-2021-2022-meistergruppe
2021/2022,aut-bundesliga-2021-2022
2020/2021 Qualifikationsgruppe,aut-bundesliga-2020-2021-qualifikationsgruppe
2020/2021 Playoff,aut-bundesliga-2020-2021-playoff
2020/2021 Meistergruppe,aut-bundesliga-2020-2021-meistergruppe
2020/2021,aut-bundesliga-2020-2021
2019/2020 Qualifikationsgruppe,aut-bundesliga-2019-2020-qualifikationsgruppe
2019/2020 Playoff,aut-bundesliga-2019-2020-playoff
2019/2020 Meistergruppe,aut-bundesliga-2019-2020-meistergruppe
2019/2020,aut-bundesliga-2019-2020
2018/2019 Qualifikationsgruppe,aut-bundesliga-2018-2019-qualifikationsgruppe
2018/2019 Playoff,aut-bundesliga-2018-2019-playoff
2018/2019 Meistergruppe,aut-bundesliga-2018-2019-meistergruppe
2018/2019,aut-bundesliga-2018-2019
2017/2018,aut-bundesliga-2017-2018
2016/2017,aut-bundesliga-2016-2017
2015/2016,aut-bundesliga-2015-2016
2014/2015,aut-bundesliga-2014-2015
2013/2014,aut-bundesliga-2013-2014
2012/2013,aut-bundesliga-2012-2013
2011/2012,aut-bundesliga-2011-2012
2010/2011,aut-bundesliga-2010-2011
2009/2010,aut-bundesliga-2009-2010
2008/2009,aut-bundesliga-2008-2009
2007/2008,aut-bundesliga-2007-2008
2006/2007,aut-bundesliga-2006-2007
2005/2006,aut-bundesliga-2005-2006
2004/2005,aut-bundesliga-2004-2005
2003/2004,aut-bundesliga-2003-2004
2002/2003,aut-bundesliga-2002-2003
2001/2002,aut-bundesliga-2001-2002
2000/2001,aut-bundesliga-2000-2001
1999/2000,aut-bundesliga-1999-2000
1998/1999,aut-bundesliga-1998-1999
1997/1998,aut-bundesliga-1997-1998
1996/1997,aut-bundesliga-1996-1997
1995/1996,aut-bundesliga-1995-1996
1994/1995,aut-bundesliga-1994-1995
1993/1994,aut-bundesliga-1993-1994
1992/1993 Oberes Play-Off,aut-bundesliga-1992-1993-oberes-play-off
1992/1993,aut-bundesliga-1992-1993
1991/1992 Oberes Play-Off,aut-bundesliga-1991-1992-oberes-play-off
1991/1992,aut-bundesliga-1991-1992
1990/1991 Oberes Play-Off,aut-bundesliga-1990-1991-oberes-play-off
1990/1991,aut-bundesliga-1990-1991
1989/1990 Oberes Play-Off,aut-bundesliga-1989-1990-oberes-play-off
1989/1990,aut-bundesliga-1989-1990
1988/1989 Oberes Play-Off,aut-bundesliga-1988-1989-oberes-play-off
1988/1989,aut-bundesliga-1988-1989
1987/1988 Oberes Play-Off,aut-bundesliga-1987-1988-oberes-play-off
1987/1988,aut-bundesliga-1987-1988
1986/1987 Oberes Play-Off,aut-bundesliga-1986-1987-oberes-play-off
1986/1987,aut-bundesliga-1986-1987
1985/1986 Oberes Play-Off,aut-bundesliga-1985-1986-oberes-play-off
1985/1986,aut-bundesliga-1985-1986
1984/1985,aut-bundesliga-1984-1985
1983/1984,aut-bundesliga-1983-1984
1982/1983,aut-bundesliga-1982-1983
1981/1982,aut-bundesliga-1981-1982
1980/1981,aut-bundesliga-1980-1981
1979/1980,aut-bundesliga-1979-1980
1978/1979,aut-bundesliga-1978-1979
1977/1978,aut-bundesliga-1977-1978
1976/1977,aut-bundesliga-1976-1977
1975/1976,aut-bundesliga-1975-1976
1974/1975,aut-bundesliga-1974-1975
