season,slug
2024/2025,den-superliga-2024-2025
2023/2024 Relegation,den-superligaen-2023-2024-relegation
2023/2024 ECL Playoff,den-superliga-2023-2024-ecl-playoff
2023/2024 Championship,den-superligaen-2023-2024-championship
2023/2024,den-superligaen-2023-2024
2022/2023 Relegation,den-superligaen-2022-2023-relegation
2022/2023 ECL Playoff,den-superligaen-2022-2023-ecl-playoff
2022/2023 Championship,den-superligaen-2022-2023-championship
2022/2023,den-superligaen-2022-2023
2021/2022 Meisterschaft,den-superligaen-2021-2022-meisterschaft
2021/2022 ECL Playoff,den-superligaen-2021-2022-ecl-playoff
2021/2022 Abstieg,den-superligaen-2021-2022-abstieg
2021/2022,den-superligaen-2021-2022
2020/2021 Meisterschaft,den-superliga-2020-2021-meisterschaft
2020/2021 Conference League Playoff,den-superliga-2020-2021-conference-league-playoff
2020/2021 Abstieg,den-superliga-2020-2021-abstieg
2020/2021,den-superliga-2020-2021
2019/2020 Relegation,den-superliga-2019-2020-relegation
2019/2020 Meisterschaft,den-superliga-2019-2020-meisterschaft
2019/2020 Europa League,den-superliga-2019-2020-europa-league
2019/2020 Abstieg,den-superliga-2019-2020-abstieg
2019/2020,den-superliga-2019-2020
2018/2019 Meisterschaft,den-superliga-2018-2019-meisterschaft
2018/2019 Europa League,den-superliga-2018-2019-europa-league
2018/2019 Abstieg,den-superliga-2018-2019-abstieg
2018/2019,den-superliga-2018-2019
2017/2018 Meisterschaft,den-superliga-2017-2018-meisterschaft
2017/2018 Europa League,den-superliga-2017-2018-europa-league
2017/2018 Abstieg,den-superliga-2017-2018-abstieg
2017/2018,den-superliga-2017-2018
2016/2017 Meisterschaft,den-superliga-2016-2017-meisterschaft
2016/2017 Europa League,den-superliga-2016-2017-europa-league
2016/2017 Abstieg,den-superliga-2016-2017-abstieg
2016/2017,den-superliga-2016-2017
2015/2016,den-superliga-2015-2016
2014/2015,den-superliga-2014-2015
2013/2014,den-superliga-2013-2014
2012/2013,den-superliga-2012-2013
2011/2012,den-superliga-2011-2012
2010/2011,den-sas-ligaen-2010-2011
2009/2010,den-sas-ligaen-2009-2010
2008/2009,den-sas-ligaen-2008-2009
2007/2008,den-sas-ligaen-2007-2008
2006/2007,den-sas-ligaen-2006-2007
2005/2006,den-sas-ligaen-2005-2006
2004/2005,den-sas-ligaen-2004-2005
2003/2004,den-sas-ligaen-2003-2004
2002/2003,den-sas-ligaen-2002-2003
2001/2002,den-sas-ligaen-2001-2002
2000/2001,den-sas-ligaen-2000-2001
1999/2000,den-sas-ligaen-1999-2000
1998/1999,den-sas-ligaen-1998-1999
1997/1998,den-sas-ligaen-1997-1998
1996/1997,den-superliga-1996-1997
1995/1996,den-superliga-1995-1996
1994/1995 Playoffs,den-superliga-1994-1995-playoffs
1994/1995,den-superliga-1994-1995
1993/1994 Playoffs,den-superliga-1993-1994-playoffs
1993/1994,den-superliga-1993-1994
1992/1993 Playoffs,den-superliga-1992-1993-playoffs
1992/1993,den-superliga-1992-1993
1991/1992 Playoffs,den-superliga-1991-1992-playoffs
1991/1992,den-superliga-1991-1992
1991,den-superliga-1991
1990,den-superliga-1990
1989,den-superliga-1989
1988,den-superliga-1988
1987,den-superliga-1987
1986,den-superliga-1986
1985,den-superliga-1985
1984,den-superliga-1984
1983,den-superliga-1983
1982,den-superliga-1982
1981,den-superliga-1981
1980,den-superliga-1980
