season,slug
2024 Clausura,per-primera-division-2024-clausura_2
2024 Apertura,per-primera-division-2024-apertura
2023 Final,per-primera-division-2023-final
2023 Clausura,per-primera-division-2023-clausura
2023 Apertura,per-primera-division-2023-apertura
2022 Playoffs,per-primera-division-2022-playoffs
2022 Clausura,per-primera-division-2022-clausura
2022 Apertura,per-primera-division-2022-apertura
2021 Final,per-primera-division-2021-final
2021 Clausura,per-primera-division-2021-clausura
2021 Apertura Final,per-primera-division-2021-apertura-final
2021 Apertura,per-primera-division-2021-apertura
2020 Playoffs,per-primera-division-2020-playoffs
2020 Clausura Grupo B,per-primera-division-2020-clausura-grupo-b
2020 Clausura Grupo A,per-primera-division-2020-clausura-grupo-a
2020 Clausura Final,per-primera-division-2020-clausura-final
2020 Apertura,per-primera-division-2020-apertura
2019 Playoffs,per-primera-division-2019-playoffs
2019 Clausura,per-primera-division-2019-clausura
2019 Apertura,per-primera-division-2019-apertura
2018 Torneo de Verano,per-primera-division-2018-torneo-de-verano
2018 Playoffs,per-primera-division-2018-playoffs
2018 Final de Verano,per-primera-division-2018-final-de-verano_2
2018 Clausura,per-primera-division-2018-clausura
2018 Apertura,per-primera-division-2018-apertura
2017 Torneo de Verano,per-primera-division-2017-torneo-de-verano
2017 Final de Verano,per-primera-division-2017-final-de-verano
2017 Clausura,per-primera-division-2017-clausura
2017 Apertura,per-primera-division-2017-apertura
2016 Playoffs,per-primera-division-2016-playoffs
2016 Liguilla,per-primera-division-2016-liguilla
2016 Clausura,per-primera-division-2016-clausura
2016 Apertura,per-primera-division-2016-apertura
2015 Playoffs,per-primera-division-2015-playoffs
2015 Clausura Finale,per-primera-division-2015-clausura-finale
2015 Clausura,per-primera-division-2015-clausura
2015 Apertura,per-primera-division-2015-apertura
2014 Finale,per-primera-division-2014-finale
2014 Entscheidung Abstieg,per-primera-division-2014-entscheidung-abstieg
2014 Clausura Finale,per-primera-division-2014-clausura-finale
2014 Clausura,per-primera-division-2014-clausura
2014 Apertura,per-primera-division-2014-apertura
2013 Finale,per-primera-division-2013-finale
2013 Entscheidung Abstieg,per-primera-division-2013-entscheidung-abstieg
2013 Descentralizado 2. Rd.,per-primera-division-2013-descentralizado-2-rd
2013 Descentralizado 1. Rd.,per-primera-division-2013-descentralizado-1-rd
2012 Finale,per-primera-division-2012-finale
2012 Descentralizado 2. Rd.,per-primera-division-2012-descentralizado-2-rd
2012 Descentralizado 1. Rd.,per-primera-division-2012-descentralizado-1-rd
2011 Finale,per-primera-division-2011-finale
2011,per-primera-division-2011
2010 Descentralizado 2. Rd.,per-primera-division-2010-descentralizado-2-rd
2010 Descentralizado 1. Rd.,per-primera-division-2010-descentralizado-1-rd
2009 Descentralizado 2. Rd.,per-primera-division-2009-descentralizado-2-rd
2009 Descentralizado 1. Rd.,per-primera-division-2009-descentralizado-1-rd
2008 Entscheidung Abstieg,per-primera-division-2008-entscheidung-abstieg
2008 Clausura,per-primera-division-2008-clausura
2008 Apertura,per-primera-division-2008-apertura
2007 Clausura,per-primera-division-2007-clausura
2007 Apertura,per-primera-division-2007-apertura
2006 Clausura,per-primera-division-2006-clausura
2006 Apertura,per-primera-division-2006-apertura
2005 Clausura,per-primera-division-2005-clausura
