season,slug
2024/2025,rus-premier-liga-2024-2025
2023/2024,rus-premier-liga-2023-2024
2022/2023,rus-premier-liga-2022-2023
2021/2022,rus-premier-liga-2021-2022
2020/2021,rus-premier-liga-2020-2021
2019/2020,rus-premier-liga-2019-2020
2018/2019,rus-premier-liga-2018-2019
2017/2018,rus-premier-liga-2017-2018
2016/2017,rus-premier-liga-2016-2017
2015/2016,rus-premier-liga-2015-2016
2014/2015,rus-premier-liga-2014-2015
2013/2014,rus-premier-liga-2013-2014
2012/2013,rus-premier-liga-2012-2013
2011/2012 Relegation,rus-premier-liga-2011-2012-relegation
2011/2012 Meisterschaft,rus-premier-liga-2011-2012-meisterschaft
2011/2012,rus-premier-liga-2011-2012
2010,rus-premier-liga-2010
2009,rus-premier-liga-2009
2008,rus-premier-liga-2008
2007,rus-premier-liga-2007
2006,rus-premier-liga-2006
2005,rus-premier-liga-2005
2004,rus-premier-liga-2004
2003,rus-premier-liga-2003
2002 Entscheidungsspiel,rus-premier-liga-2002-entscheidungsspiel
2002,rus-premier-liga-2002
2001,rus-premier-liga-2001
2000,rus-premier-liga-2000
1999,rus-premier-liga-1999
1998,rus-premier-liga-1998
1997,rus-premier-liga-1997
1996,rus-premier-liga-1996
1995,rus-premier-liga-1995
1994,rus-premier-liga-1994
1993,rus-premier-liga-1993
1992 Meisterschaft,rus-premier-liga-1992-meisterschaft
1992 Gruppe B,rus-premier-liga-1992-gruppe-b
1992 Gruppe A,rus-premier-liga-1992-gruppe-a
1992 Abstieg,rus-premier-liga-1992-abstieg
