season,slug
2024,bra-serie-a-2024
2023,bra-serie-a-2023
2022,bra-serie-a-2022
2021,bra-serie-a-2021
2020,bra-serie-a-2020
2019,bra-serie-a-2019
2018,bra-serie-a-2018
2017,bra-serie-a-2017
2016,bra-serie-a-2016
2015,bra-serie-a-2015
2014,bra-serie-a-2014
2013,bra-serie-a-2013
2012,bra-serie-a-2012
2011,bra-serie-a-2011
2010,bra-serie-a-2010
2009,bra-serie-a-2009
2008,bra-serie-a-2008
2007,bra-serie-a-2007
2006,bra-serie-a-2006
2005,bra-serie-a-2005
2004,bra-serie-a-2004
2003,bra-serie-a-2003
2002 Championship Playoffs,bra-serie-a-2002-championship-playoffs
2002,bra-serie-a-2002
2001 Championship Playoffs,bra-serie-a-2001-championship-playoffs
2001,bra-serie-a-2001
2000 Yellow Module Playoffs,bra-serie-a-2000-yellow-module-playoffs
2000 Group Yellow B,bra-serie-a-2000-group-yellow-b
2000 Group Yellow A,bra-serie-a-2000-group-yellow-a
2000 Group Blue,bra-serie-a-2000-group-blue
2000 Championship Playoffs,bra-serie-a-2000-championship-playoffs
1999 Championship Playoffs,bra-serie-a-1999-championship-playoffs
1999,bra-serie-a-1999
1998 Championship Playoffs,bra-serie-a-1998-championship-playoffs
1998,bra-serie-a-1998
1997 Final,bra-serie-a-1997-final
1997 2nd Phase Group B,bra-serie-a-1997-2nd-phase-group-b
1997 2nd Phase Group A,bra-serie-a-1997-2nd-phase-group-a
1997,bra-serie-a-1997
1996 Championship Playoffs,bra-serie-a-1996-championship-playoffs
1996,bra-serie-a-1996
1995 Championship Playoffs,bra-serie-a-1995-championship-playoffs
1995 2nd Phase,bra-serie-a-1995-2nd-phase
1995 1st Phase Gr. B,bra-serie-a-1995-1st-phase-gr-b
1995 1st Phase Gr. A,bra-serie-a-1995-1st-phase-gr-a
