season,slug
2024/2025,europa-league-qual-2024-2025
2023/2024,europa-league-qual-2023-2024
2022/2023,europa-league-qual-2022-2023
2021/2022,europa-league-qual-2021-2022
2020/2021,europa-league-qual-2020-2021
2019/2020,europa-league-qual-2019-2020
2018/2019,europa-league-qual-2018-2019
2017/2018,europa-league-qual-2017-2018
2016/2017,europa-league-qual-2016-2017
2015/2016,europa-league-qual-2015-2016
2014/2015,europa-league-qual-2014-2015
2013/2014,europa-league-qual-2013-2014
2012/2013,europa-league-qual-2012-2013
2011/2012,europa-league-qual-2011-2012
2010/2011,europa-league-qual-2010-2011
2009/2010,europa-league-qual-2009-2010
2008/2009,uefa-cup-qual-2008-2009
2007/2008,uefa-cup-qualifikation-2007-2008
2006/2007,uefa-cup-qualifikation-2006-2007
2005/2006,uefa-cup-qualifikation-2005-2006
2004/2005,uefa-cup-qualifikation-2004-2005
2003/2004,uefa-cup-qualifikation-2003-2004
2002/2003,uefa-cup-qualifikation-2002-2003
2001/2002,uefa-cup-qualifikation-2001-2002
2000/2001,uefa-cup-qualifikation-2000-2001
1999/2000,uefa-cup-qualifikation-1999-2000
1998/1999,uefa-cup-qualifikation-1998-1999
1997/1998,uefa-cup-qualifikation-1997-1998
1996/1997,uefa-cup-qualifikation-1996-1997
1995/1996,uefa-cup-qualifikation-1995-1996
1994/1995,uefa-cup-qualifikation-1994-1995
1989/1990,uefa-cup-qualifikation-1989-1990
