season,slug
2024 Troféu Inconfidência,bra-campeonato-mineiro-2024-trofeu-inconfidencia
2024 Fase final,bra-campeonato-mineiro-2024-fase-final
2024 Descenso,bra-campeonato-mineiro-2024-descenso
2024,bra-campeonato-mineiro-2024
2023 Troféu Inconfidência,bra-campeonato-mineiro-2023-trofeu-inconfidencia
2023 Fase final,bra-campeonato-mineiro-2023-fase-final
2023 Descenso,bra-campeonato-mineiro-2023-descenso
2023,bra-campeonato-mineiro-2023
2022 Troféu Inconfidência,bra-campeonato-mineiro-2022-trofeu-inconfidencia
2022 Fase final,bra-campeonato-mineiro-2022-fase-final
2022,bra-campeonato-mineiro-2022
2021 Troféu Inconfidência,bra-campeonato-mineiro-2021-trofeu-inconfidencia
2021 Fase final,bra-campeonato-mineiro-2021-fase-final
2021,bra-campeonato-mineiro-2021
2020 Taça Inconfidência,bra-campeonato-mineiro-2020-taca-inconfidencia
2020 Fase final,bra-campeonato-mineiro-2020-fase-final
2020,bra-campeonato-mineiro-2020
2019 Playoffs,bra-campeonato-mineiro-2019-playoffs
2019,bra-campeonato-mineiro-2019
