season,slug
2024,swe-superettan-2024
2023,swe-superettan-2023
2022,swe-superettan-2022
2021,swe-superettan-2021
2020,swe-superettan-2020
2019,swe-superettan-2019
2018,swe-superettan-2018
2017,swe-superettan-2017
2016,swe-superettan-2016
2015,swe-superettan-2015
2014,swe-superettan-2014
2013,swe-superettan-2013
2012,swe-superettan-2012
2011,swe-superettan-2011
2010,swe-superettan-2010
2009,swe-superettan-2009
2008,swe-superettan-2008
2007,swe-superettan-2007
2006,swe-superettan-2006
2005,swe-superettan-2005
