season,slug
2024/2025,tur-sueperlig-2024-2025
2023/2024,tur-sueperlig-2023-2024
2022/2023,tur-sueperlig-2022-2023
2021/2022,tur-sueperlig-2021-2022
2020/2021,tur-sueperlig-2020-2021
2019/2020,tur-sueperlig-2019-2020
2018/2019,tur-sueperlig-2018-2019
2017/2018,tur-sueperlig-2017-2018
2016/2017,tur-sueperlig-2016-2017
2015/2016,tur-sueperlig-2015-2016
2014/2015,tur-sueperlig-2014-2015
2013/2014,tur-sueperlig-2013-2014
2012/2013,tur-sueperlig-2012-2013
2012 Platzierung,tur-sueperlig-2012-platzierung
2012 Meisterschaft,tur-sueperlig-2012-meisterschaft
2011/2012,tur-sueperlig-2011-2012
2010/2011,tur-sueperlig-2010-2011
2009/2010,tur-sueper-lig-2009-2010
2008/2009,tur-sueper-lig-2008-2009
2007/2008,tur-sueper-lig-2007-2008
2006/2007,tur-sueper-lig-2006-2007
2005/2006,tur-sueper-lig-2005-2006
2004/2005,tur-sueper-lig-2004-2005
2003/2004,tur-sueper-lig-2003-2004
2002/2003,tur-sueper-lig-2002-2003
2001/2002,tur-sueper-lig-2001-2002
2000/2001,tur-sueperlig-2000-2001
1999/2000,tur-sueperlig-1999-2000
1998/1999,tur-sueperlig-1998-1999
1997/1998,tur-sueperlig-1997-1998
1996/1997,tur-sueperlig-1996-1997
1995/1996,tur-sueperlig-1995-1996
1994/1995,tur-sueperlig-1994-1995
1993/1994,tur-sueperlig-1993-1994
1992/1993,tur-sueperlig-1992-1993
1991/1992,tur-sueperlig-1991-1992
1990/1991,tur-sueperlig-1990-1991
1989/1990,tur-sueperlig-1989-1990
1988/1989,tur-sueperlig-1988-1989
1987/1988,tur-sueperlig-1987-1988
1986/1987,tur-sueperlig-1986-1987
1985/1986,tur-sueperlig-1985-1986
1984/1985,tur-sueperlig-1984-1985
1983/1984,tur-sueperlig-1983-1984
1982/1983,tur-sueperlig-1982-1983
1981/1982,tur-sueperlig-1981-1982
1980/1981,tur-sueperlig-1980-1981
1979/1980,tur-sueperlig-1979-1980
1978/1979,tur-sueperlig-1978-1979
1977/1978,tur-sueperlig-1977-1978
1976/1977,tur-sueperlig-1976-1977
1975/1976,tur-sueperlig-1975-1976
1974/1975,tur-sueperlig-1974-1975
1973/1974,tur-sueperlig-1973-1974
1972/1973,tur-sueperlig-1972-1973
1971/1972,tur-sueperlig-1971-1972
1970/1971,tur-sueperlig-1970-1971
1969/1970,tur-sueperlig-1969-1970
1968/1969,tur-sueperlig-1968-1969
1967/1968,tur-sueperlig-1967-1968
1966/1967,tur-sueperlig-1966-1967
1965/1966,tur-sueperlig-1965-1966
1964/1965,tur-sueperlig-1964-1965
1963/1964,tur-sueperlig-1963-1964
1962/1963 Group 2,tur-sueperlig-1962-1963-group-2
1962/1963 Group 1,tur-sueperlig-1962-1963-group-1
1962/1963 Championship,tur-sueperlig-1962-1963-championship
1961/1962,tur-sueperlig-1961-1962
1960/1961,tur-sueperlig-1960-1961
1959/1960,tur-sueperlig-1959-1960
1959 Playoffs,tur-sueperlig-1959-playoffs
1959,tur-sueperlig-1959
