season,slug
2024/2025,bel-eerste-klasse-b-2024-2025
2023/2024 Promotion,bel-eerste-klasse-b-2023-2024-promotion
2023/2024,bel-eerste-klasse-b-2023-2024
2022/2023 Relegation,bel-eerste-klasse-b-2022-2023-relegation
2022/2023 Promotion,bel-eerste-klasse-b-2022-2023-promotion
2022/2023,bel-eerste-klasse-b-2022-2023
2021/2022,bel-eerste-klasse-b-2021-2022
2020/2021,bel-eerste-klasse-b-2020-2021
2019/2020 Relegation,bel-eerste-klasse-b-2019-2020-relegation
2019/2020 Playoff,bel-eerste-klasse-b-2019-2020-playoff
2019/2020 Periode 2,bel-eerste-klasse-b-2019-2020-periode-2
2019/2020 Periode 1,bel-eerste-klasse-b-2019-2020-periode-1
2018/2019 Relegation,bel-eerste-klasse-b-2018-2019-relegation
2018/2019 Playoff,bel-eerste-klasse-b-2018-2019-playoff
2018/2019 Periode 2,bel-eerste-klasse-b-2018-2019-periode-2
2018/2019 Periode 1,bel-eerste-klasse-b-2018-2019-periode-1
2017/2018 Relegation,bel-eerste-klasse-b-2017-2018-relegation
2017/2018 Playoff,bel-eerste-klasse-b-2017-2018-playoff
2017/2018 Periode 2,bel-eerste-klasse-b-2017-2018-periode-2
2017/2018 Periode 1,bel-eerste-klasse-b-2017-2018-periode-1
2016/2017 Relegation,bel-eerste-klasse-b-2016-2017-relegation
2016/2017 Playoff,bel-eerste-klasse-b-2016-2017-playoff
2016/2017 Periode 2,bel-eerste-klasse-b-2016-2017-periode-2
2016/2017 Periode 1,bel-eerste-klasse-b-2016-2017-periode-1
2015/2016,bel-tweede-klasse-2015-2016
2014/2015,bel-tweede-klasse-2014-2015
2013/2014,bel-tweede-klasse-2013-2014
2012/2013,bel-exqi-league-2012-2013
2011/2012,bel-exqi-league-2011-2012
2010/2011,bel-tweede-klasse-2010-2011
2009/2010,bel-tweede-klasse-2009-2010
2008/2009,bel-tweede-klasse-2008-2009
2007/2008,bel-tweede-klasse-2007-2008
