season,slug
2024/2025,champions-league-2024-2025
2023/2024,champions-league-2023-2024
2022/2023,champions-league-2022-2023
2021/2022,champions-league-2021-2022
2020/2021,champions-league-2020-2021
2019/2020,champions-league-2019-2020
2018/2019,champions-league-2018-2019
2017/2018,champions-league-2017-2018
2016/2017,champions-league-2016-2017
2015/2016,champions-league-2015-2016
2014/2015,champions-league-2014-2015
2013/2014,champions-league-2013-2014
2012/2013,champions-league-2012-2013
2011/2012,champions-league-2011-2012
2010/2011,champions-league-2010-2011_3
2009/2010,champions-league-2009-2010
2008/2009,champions-league-2008-2009_2
2007/2008,champions-league-2007-2008
2006/2007,champions-league-2006-2007
2005/2006,champions-league-2005-2006
2004/2005,champions-league-2004-2005
2003/2004,champions-league-2003-2004
2002/2003,champions-league-2002-2003
2001/2002,champions-league-2001-2002
2000/2001,champions-league-2000-2001
1999/2000,champions-league-1999-2000
1998/1999,champions-league-1998-1999
1997/1998,champions-league-1997-1998
1996/1997,champions-league-1996-1997
1995/1996,champions-league-1995-1996
1994/1995,champions-league-1994-1995
1993/1994,champions-league-1993-1994
1992/1993,champions-league-1992-1993
1991/1992,champions-league-1991-1992
1990/1991,champions-league-1990-1991
1989/1990,champions-league-1989-1990
1988/1989,champions-league-1988-1989
1987/1988,champions-league-1987-1988
1986/1987,champions-league-1986-1987
1985/1986,champions-league-1985-1986
1984/1985,champions-league-1984-1985
1983/1984,champions-league-1983-1984
1982/1983,champions-league-1982-1983
1981/1982,champions-league-1981-1982
1980/1981,champions-league-1980-1981
1979/1980,champions-league-1979-1980
1978/1979,champions-league-1978-1979
1977/1978,champions-league-1977-1978
1976/1977,champions-league-1976-1977
1975/1976,champions-league-1975-1976
1974/1975,champions-league-1974-1975
1973/1974,champions-league-1973-1974
1972/1973,champions-league-1972-1973
1971/1972,champions-league-1971-1972
1970/1971,champions-league-1970-1971
1969/1970,champions-league-1969-1970
1968/1969,champions-league-1968-1969
1967/1968,champions-league-1967-1968
1966/1967,champions-league-1966-1967
1965/1966,champions-league-1965-1966
1964/1965,champions-league-1964-1965
1963/1964,champions-league-1963-1964
1962/1963,champions-league-1962-1963
1961/1962,champions-league-1961-1962
1960/1961,champions-league-1960-1961
1959/1960,champions-league-1959-1960
1958/1959,champions-league-1958-1959
1957/1958,champions-league-1957-1958
1956/1957,champions-league-1956-1957
1955/1956,champions-league-1955-1956
