season,slug
2024,swe-allsvenskan-2024
2023,swe-allsvenskan-2023
2022,swe-allsvenskan-2022
2021,swe-allsvenskan-2021
2020,swe-allsvenskan-2020
2019,swe-allsvenskan-2019
2018,swe-allsvenskan-2018
2017,swe-allsvenskan-2017
2016,swe-allsvenskan-2016
2015,swe-allsvenskan-2015
2014,swe-allsvenskan-2014
2013,swe-allsvenskan-2013
2012,swe-allsvenskan-2012
2011,swe-allsvenskan-2011
2010,swe-allsvenskan-2010
2009,swe-allsvenskan-2009
2008,swe-allsvenskan-2008
2007,swe-allsvenskan-2007
2006,swe-allsvenskan-2006
2005,swe-allsvenskan-2005
2004,swe-allsvenskan-2004
2003,swe-allsvenskan-2003
2002,swe-allsvenskan-2002
2001,swe-allsvenskan-2001
2000,swe-allsvenskan-2000
1999,swe-allsvenskan-1999
1998,swe-allsvenskan-1998
1997,swe-allsvenskan-1997
1996,swe-allsvenskan-1996
1995,swe-allsvenskan-1995
1994,swe-allsvenskan-1994
1993,swe-allsvenskan-1993
1992 Mästerskap,swe-allsvenskan-1992-maesterskap
1992,swe-allsvenskan-1992
1991 Mästerskap,swe-allsvenskan-1991-maesterskap
1991,swe-allsvenskan-1991
1990 Finals,swe-allsvenskan-1990-finals
1990,swe-allsvenskan-1990
1989 Finals,swe-allsvenskan-1989-finals
1989,swe-allsvenskan-1989
1988 Finals,swe-allsvenskan-1988-finals
1988,swe-allsvenskan-1988
1987 Finals,swe-allsvenskan-1987-finals
1987,swe-allsvenskan-1987
1986 Finals,swe-allsvenskan-1986-finals
1986,swe-allsvenskan-1986
1985 Finals,swe-allsvenskan-1985-finals
1985,swe-allsvenskan-1985
1984 Finals,swe-allsvenskan-1984-finals
1984,swe-allsvenskan-1984
1983 Finals,swe-allsvenskan-1983-finals
1983,swe-allsvenskan-1983
1982 Finals,swe-allsvenskan-1982-finals
1982,swe-allsvenskan-1982
1981,swe-allsvenskan-1981
1980,swe-allsvenskan-1980
1979,swe-allsvenskan-1979
1978,swe-allsvenskan-1978
1977,swe-allsvenskan-1977
1976,swe-allsvenskan-1976
1975,swe-allsvenskan-1975
1974,swe-allsvenskan-1974
1973,swe-allsvenskan-1973
1972,swe-allsvenskan-1972
1971,swe-allsvenskan-1971
1970,swe-allsvenskan-1970
1969,swe-allsvenskan-1969
1968,swe-allsvenskan-1968
1967,swe-allsvenskan-1967
1966,swe-allsvenskan-1966
1965,swe-allsvenskan-1965
1964,swe-allsvenskan-1964
1963,swe-allsvenskan-1963
1962,swe-allsvenskan-1962
1961,swe-allsvenskan-1961
1960,swe-allsvenskan-1960
1959,swe-allsvenskan-1959
1957/1958,swe-allsvenskan-1957-1958
1956/1957,swe-allsvenskan-1956-1957
1955/1956,swe-allsvenskan-1955-1956
1954/1955,swe-allsvenskan-1954-1955
1953/1954,swe-allsvenskan-1953-1954
1952/1953,swe-allsvenskan-1952-1953
1951/1952,swe-allsvenskan-1951-1952
1950/1951,swe-allsvenskan-1950-1951
1949/1950,swe-allsvenskan-1949-1950
1948/1949,swe-allsvenskan-1948-1949
1947/1948,swe-allsvenskan-1947-1948
1946/1947,swe-allsvenskan-1946-1947
1945/1946,swe-allsvenskan-1945-1946
1944/1945,swe-allsvenskan-1944-1945
1943/1944,swe-allsvenskan-1943-1944
1942/1943,swe-allsvenskan-1942-1943
1941/1942,swe-allsvenskan-1941-1942
1940/1941,swe-allsvenskan-1940-1941
1939/1940,swe-allsvenskan-1939-1940
1938/1939,swe-allsvenskan-1938-1939
1937/1938,swe-allsvenskan-1937-1938
1936/1937,swe-allsvenskan-1936-1937
1935/1936,swe-allsvenskan-1935-1936
1934/1935,swe-allsvenskan-1934-1935
1933/1934,swe-allsvenskan-1933-1934
1932/1933,swe-allsvenskan-1932-1933
1931/1932,swe-allsvenskan-1931-1932
1930/1931,swe-allsvenskan-1930-1931
1929/1930,swe-allsvenskan-1929-1930
1928/1929,swe-allsvenskan-1928-1929
1927/1928,swe-allsvenskan-1927-1928
1926/1927,swe-allsvenskan-1926-1927
1925/1926,swe-allsvenskan-1925-1926
1924/1925,swe-allsvenskan-1924-1925
