season,slug
2024/2025,ukr-premyer-liga-2024-2025
2023/2024,ukr-premyer-liga-2023-2024
2022/2023,ukr-premyer-liga-2022-2023
2021/2022,ukr-premyer-liga-2021-2022
2020/2021,ukr-premyer-liga-2020-2021
2019/2020 Playoffs EL,ukr-premyer-liga-2019-2020-playoffs-el
2019/2020 Meisterschaft,ukr-premyer-liga-2019-2020-meisterschaft
2019/2020 Abstieg,ukr-premyer-liga-2019-2020-abstieg
2019/2020,ukr-premyer-liga-2019-2020
2018/2019 Meisterschaft,ukr-premyer-liga-2018-2019-meisterschaft
2018/2019 Abstieg,ukr-premyer-liga-2018-2019-abstieg
2018/2019,ukr-premyer-liga-2018-2019
2017/2018 Meisterschaft,ukr-premyer-liga-2017-2018-meisterschaft
2017/2018 Abstieg,ukr-premyer-liga-2017-2018-abstieg
2017/2018,ukr-premyer-liga-2017-2018
2016/2017 Meisterschaft,ukr-premyer-liga-2016-2017-meisterschaft
2016/2017 Abstieg,ukr-premyer-liga-2016-2017-abstieg
2016/2017,ukr-premyer-liga-2016-2017
2015/2016,ukr-premyer-liga-2015-2016
2014/2015,ukr-premyer-liga-2014-2015
2013/2014,ukr-premyer-liga-2013-2014
2012/2013,ukr-premyer-liga-2012-2013
2011/2012,ukr-premyer-liga-2011-2012
2010/2011,ukr-premyer-liga-2010-2011
2009/2010,ukr-visha-liga-2009-2010
2008/2009,ukr-visha-liga-2008-2009
2007/2008,ukr-visha-liga-2007-2008
2006/2007,ukr-visha-liga-2006-2007
2006 Meister-Playoff,ukr-visha-liga-2006-meister-playoff
2005/2006,ukr-visha-liga-2005-2006
2004/2005,ukr-visha-liga-2004-2005
2003/2004,ukr-visha-liga-2003-2004
2002/2003,ukr-premyer-liga-2002-2003
2001/2002,ukr-premyer-liga-2001-2002
2000/2001,ukr-premyer-liga-2000-2001
1999/2000,ukr-premyer-liga-1999-2000
1998/1999,ukr-premyer-liga-1998-1999
1997/1998,ukr-premyer-liga-1997-1998
1996/1997,ukr-premyer-liga-1996-1997
1995/1996,ukr-premyer-liga-1995-1996
1994/1995,ukr-premyer-liga-1994-1995
1993/1994,ukr-premyer-liga-1993-1994
1992/1993,ukr-premyer-liga-1992-1993
1992 Group B,ukr-premyer-liga-1992-group-b
1992 Group A,ukr-premyer-liga-1992-group-a
1992 Championship Playoff,ukr-premyer-liga-1992-championship-playoff
