season,slug
2024 Segunda Etapa,ecu-serie-a-2024-segunda-etapa
2024 Primera Etapa,ecu-serie-a-2024-primera-etapa
2023 Tercera Etapa,ecu-serie-a-2023-tercera-etapa
2023 Segunda Etapa,ecu-serie-a-2023-segunda-etapa
2023 Primera Etapa,ecu-serie-a-2023-primera-etapa
2022 Tercera Etapa,ecu-serie-a-2022-tercera-etapa
2022 Segunda Etapa,ecu-serie-a-2022-segunda-etapa
2022 Primera Etapa,ecu-serie-a-2022-primera-etapa
2021 Tercera Etapa,ecu-serie-a-2021-tercera-etapa
2021 Segunda Etapa,ecu-serie-a-2021-segunda-etapa
2021 Primera Etapa,ecu-serie-a-2021-primera-etapa
2020 Tercera Etapa,ecu-serie-a-2020-tercera-etapa
2020 Segunda Etapa,ecu-serie-a-2020-segunda-etapa_2
2020 Primera Etapa,ecu-serie-a-2020-primera-etapa
2019 Finale,ecu-serie-a-2019-finale
2019,ecu-campeonato-2019
2018 Tercera Etapa,ecu-campeonato-2018-tercera-etapa
2018 Sudamericana Playoff,ecu-campeonato-2018-sudamericana-playoff
2018 Segunda Etapa,ecu-campeonato-2018-segunda-etapa
2018 Primera Etapa,ecu-campeonato-2018-primera-etapa
2017 Tercera Etapa,ecu-campeonato-2017-tercera-etapa
2017 Sudamericana Playoff,ecu-campeonato-2017-sudamericana-playoff
2017 Segunda Etapa,ecu-campeonato-2017-segunda-etapa
2017 Primera Etapa,ecu-campeonato-2017-primera-etapa
2016 Segunda Etapa,ecu-campeonato-2016-segunda-etapa
2016 Primera Etapa,ecu-campeonato-2016-primera-etapa
2015 Tercera Etapa,ecu-campeonato-2015-tercera-etapa
2015 Segunda Etapa,ecu-campeonato-2015-segunda-etapa
2015 Primera Etapa,ecu-campeonato-2015-primera-etapa
2014 Tercera Etapa,ecu-campeonato-2014-tercera-etapa
2014 Segunda Etapa,ecu-campeonato-2014-segunda-etapa
2014 Primera Etapa,ecu-campeonato-2014-primera-etapa
2013 Segunda Etapa,ecu-campeonato-2013-segunda-etapa
2013 Primera Etapa,ecu-campeonato-2013-primera-etapa
2012 Segunda Etapa Playoffs,ecu-campeonato-2012-segunda-etapa-playoffs
2012 Segunda Etapa,ecu-campeonato-2012-segunda-etapa
2012 Primera Etapa,ecu-campeonato-2012-primera-etapa
2011 Segunda Etapa,ecu-campeonato-2011-segunda-etapa
2011 Primera Etapa,ecu-campeonato-2011-primera-etapa
2011 Liguilla Final,ecu-campeonato-2011-liguilla-final
2010 Segunda Etapa,ecu-campeonato-2010-segunda-etapa
2010 Primera Etapa,ecu-campeonato-2010-primera-etapa
2010 Liguilla Final,ecu-campeonato-2010-liguilla-final
2009 Cuadrangulares,ecu-campeonato-2009-cuadrangulares
2009 Clausura,ecu-campeonato-2009-clausura
2009 Apertura,ecu-campeonato-2009-apertura
2008 Finalrunde,ecu-campeonato-2008-finalrunde
2008 Clausura,ecu-campeonato-2008-clausura
2008 Apertura,ecu-campeonato-2008-apertura
2007 Finalrunde,ecu-campeonato-2007-finalrunde
2007 Clausura,ecu-campeonato-2007-clausura
2007 Apertura,ecu-campeonato-2007-apertura
