season,slug
2024/2025 Apertura,mex-liga-de-expansion-2024-2025-apertura
2023/2024 Clausura Playoffs,mex-liga-de-expansion-2023-2024-clausura-playoffs_2
2023/2024 Clausura,mex-liga-de-expansion-2023-2024-clausura
2023/2024 Campéon,mex-liga-de-expansion-2023-2024-campeon
2023/2024 Apertura Playoffs,mex-liga-de-expansion-2023-2024-apertura-playoffs
2023/2024 Apertura,mex-liga-de-expansion-2023-2024-apertura
2022/2023 Clausura Playoffs,mex-liga-de-expansion-2022-2023-clausura-playoffs
2022/2023 Clausura,mex-liga-de-expansion-2022-2023-clausura
2022/2023 Campeón,mex-liga-de-expansion-2022-2023-campeon
2022/2023 Apertura Playoffs,mex-liga-de-expansion-2022-2023-apertura-playoffs
2022/2023 Apertura,mex-liga-de-expansion-2022-2023-apertura
2021/2022 Clausura Playoffs,mex-liga-de-expansion-2021-2022-clausura-playoffs
2021/2022 Clausura,mex-liga-de-expansion-2021-2022-clausura
2021/2022 Campeón,mex-liga-de-expansion-2021-2022-campeon
2021/2022 Apertura Playoffs,mex-liga-de-expansion-2021-2022-apertura-playoffs
2021/2022 Apertura,mex-liga-de-expansion-2021-2022-apertura
2020/2021 Clausura Playoffs,mex-liga-de-expansion-2020-2021-clausura-playoffs
2020/2021 Clausura,mex-liga-de-expansion-2020-2021-clausura
2020/2021 Campeón,mex-liga-de-expansion-2020-2021-campeon
2020/2021 Apertura Playoffs,mex-liga-de-expansion-2020-2021-apertura-playoffs
2020/2021 Apertura,mex-liga-de-expansion-2020-2021-apertura
