season,slug
2024 Taça Rio,bra-campeonato-carioca-2024-taca-rio
2024 Taça Guanabara Finals,bra-campeonato-carioca-2024-taca-guanabara-finals
2024 Taça Guanabara,bra-campeonato-carioca-2024-taca-guanabara
2023 Taça Rio,bra-campeonato-carioca-2023-taca-rio
2023 Taça Guanabara Finals,bra-campeonato-carioca-2023-taca-guanabara-finals
2023 Taça Guanabara,bra-campeonato-carioca-2023-taca-guanabara
2022 Taça Rio,bra-campeonato-carioca-2022-taca-rio
2022 Taça Guanabara Finals,bra-campeonato-carioca-2022-taca-guanabara-finals
2022 Taça Guanabara,bra-campeonato-carioca-2022-taca-guanabara
2021 Taça Rio,bra-campeonato-carioca-2021-taca-rio
2021 Taça Guanabara Finals,bra-campeonato-carioca-2021-taca-guanabara-finals
2021 Taça Guanabara,bra-campeonato-carioca-2021-taca-guanabara
2021 Fase Preliminar,bra-campeonato-carioca-2021-fase-preliminar
2020 Taça Rio Finals,bra-campeonato-carioca-2020-taca-rio-finals
2020 Taça Rio,bra-campeonato-carioca-2020-taca-rio
2020 Taça Guanabara Finals,bra-campeonato-carioca-2020-taca-guanabara-finals
2020 Taça Guanabara,bra-campeonato-carioca-2020-taca-guanabara
2020 Finals,bra-campeonato-carioca-2020-finals
2019 Taça Rio Finals,bra-campeonato-carioca-2019-taca-rio-finals
2019 Taça Rio,bra-campeonato-carioca-2019-taca-rio
2019 Taça Guanabara Finals,bra-campeonato-carioca-2019-taca-guanabara-finals
2019 Taça Guanabara,bra-campeonato-carioca-2019-taca-guanabara
2019 Finals,bra-campeonato-carioca-2019-finals
2018 Taça Rio Finals,bra-campeonato-carioca-2018-taca-rio-finals
2018 Taça Rio,bra-campeonato-carioca-2018-taca-rio
2018 Taça Guanabara Finals,bra-campeonato-carioca-2018-taca-guanabara-finals
2018 Taça Guanabara,bra-campeonato-carioca-2018-taca-guanabara
2018 Finals,bra-campeonato-carioca-2018-finals
