season,slug
2024 Playoffs,bra-campeonato-paulista-2024-playoffs
2024,bra-campeonato-paulista-2024
2023 Taça Independência,bra-campeonato-paulista-2023-taca-independencia
2023 Playoffs,bra-campeonato-paulista-2023-playoffs
2023,bra-campeonato-paulista-2023
2022 Playoffs,bra-campeonato-paulista-2022-playoffs
2022 Campeão do Interior,bra-campeonato-paulista-2022-campeao-do-interior
2022,bra-campeonato-paulista-2022
2021 Playoffs,bra-campeonato-paulista-2021-playoffs
2021 Campeão do Interior,bra-campeonato-paulista-2021-campeao-do-interior
2021,bra-campeonato-paulista-2021
2020 Playoffs,bra-campeonato-paulista-2020-playoffs
2020,bra-campeonato-paulista-2020_2
2019 Playoffs,bra-campeonato-paulista-2019-playoffs
2019,bra-campeonato-paulista-2019
2018 Playoffs,bra-campeonato-paulista-2018-playoffs
2018,bra-campeonato-paulista-2018
