season,slug
2024 Playoffs,bra-campeonato-gaucho-2024-playoffs
2024,bra-campeonato-gaucho-2024
2023 Playoffs,bra-campeonato-gaucho-2023-playoffs
2023,bra-campeonato-gaucho-2023
2022 Playoffs,bra-campeonato-gaucho-2022-playoffs
2022,bra-campeonato-gaucho-2022
2021 Playoffs,bra-campeonato-gaucho-2021-playoffs
2021,bra-campeonato-gaucho-2021
2020 Segundo turno,bra-campeonato-gaucho-2020-segundo-turno
2020 Primeiro turno,bra-campeonato-gaucho-2020-primeiro-turno
2020 Final,bra-campeonato-gaucho-2020-final
2019 Playoffs,bra-campeonato-gaucho-2019-playoffs
2019,bra-campeonato-gaucho-2019
