season,slug
2024,usa-major-league-soccer-2024
2023 Playoffs,usa-major-league-soccer-2023-playoffs
2023,usa-major-league-soccer-2023
2022 Playoffs,usa-major-league-soccer-2022-playoffs
2022,usa-major-league-soccer-2022
2021 Playoffs,usa-major-league-soccer-2021-playoffs
2021,usa-major-league-soccer-2021
2020 Playoffs,usa-major-league-soccer-2020-playoffs
2020 MLS is Back Tournament,usa-major-league-soccer-2020-mls-is-back-tournament
2020,usa-major-league-soccer-2020
2019 Playoffs,usa-major-league-soccer-2019-playoffs
2019,usa-major-league-soccer-2019
2018 Playoffs,usa-major-league-soccer-2018-playoffs
2018,usa-major-league-soccer-2018
2017 Playoffs,usa-major-league-soccer-2017-playoffs
2017,usa-major-league-soccer-2017
2016 Playoffs,usa-major-league-soccer-2016-playoffs
2016,usa-major-league-soccer-2016_2
2015 Playoffs,usa-major-league-soccer-2015-playoffs
2015,usa-major-league-soccer-2015
2014 Playoffs,usa-major-league-soccer-2014-playoffs
2014,usa-major-league-soccer-2014
2013 Playoffs,usa-major-league-soccer-2013-playoffs
2013,usa-major-league-soccer-2013
2012 Playoffs,usa-major-league-soccer-2012-playoffs_2
2012,usa-major-league-soccer-2012
2011 Playoffs,usa-major-league-soccer-2011-playoffs
2011,usa-major-league-soccer-2011
2010 Playoffs,usa-major-league-soccer-2010-playoffs
2010,usa-major-league-soccer-2010
2009 Playoffs,usa-major-league-soccer-2009-playoffs_2
2009,usa-major-league-soccer-2009_2
2008 Playoffs,usa-major-league-soccer-2008-playoffs
2008,usa-major-league-soccer-2008
2007 Playoffs,usa-major-league-soccer-2007-playoffs
2007,usa-major-league-soccer-2007
2006 Playoffs,usa-major-league-soccer-2006-playoffs
2006,usa-major-league-soccer-2006
2005 Playoffs,usa-major-league-soccer-2005-playoffs
2005,usa-major-league-soccer-2005
2004 Playoffs,usa-major-league-soccer-2004-playoffs
2004,usa-major-league-soccer-2004
2003 Playoffs,usa-major-league-soccer-2003-playoffs
2003,usa-major-league-soccer-2003
2002 Playoffs,usa-major-league-soccer-2002-playoffs
2002,usa-major-league-soccer-2002
2001 Playoffs,usa-major-league-soccer-2001-playoffs
2001,usa-major-league-soccer-2001
2000 Playoffs,usa-major-league-soccer-2000-playoffs
2000,usa-major-league-soccer-2000
1999 Playoffs,usa-major-league-soccer-1999-playoffs
1999,usa-major-league-soccer-1999
1998 Playoffs,usa-major-league-soccer-1998-playoffs
1998,usa-major-league-soccer-1998
1997 Playoffs,usa-major-league-soccer-1997-playoffs
1997,usa-major-league-soccer-1997
1996 Playoffs,usa-major-league-soccer-1996-playoffs
1996,usa-major-league-soccer-1996
