season,slug
2024,usa-usl-championship-2024
2023 Playoffs,usa-usl-championship-2023-playoffs
2023,usa-usl-championship-2023
2022 Playoffs,usa-usl-championship-2022-playoffs
2022,usa-usl-championship-2022
2021 Playoffs,usa-usl-championship-2021-playoffs
2021,usa-usl-championship-2021
2020 Playoffs,usa-usl-championship-2020-playoffs
2020,usa-usl-championship-2020
2019 Playoffs,usa-usl-championship-2019-playoffs
2019,usa-usl-championship-2019
2018 Playoffs,usa-united-soccer-league-2018-playoffs
2018,usa-united-soccer-league-2018
2017 Playoffs,usa-united-soccer-league-2017-playoffs
2017,usa-usl-2017
