season,slug
2024/2025 Apertura,gua-liga-nacional-2024-2025-apertura
2023/2024 Clausura Playoffs,gua-liga-nacional-2023-2024-clausura-playoffs
2023/2024 Clausura,gua-liga-nacional-2023-2024-clausura
2023/2024 Apertura Playoffs,gua-liga-nacional-2023-2024-apertura-playoffs
2023/2024 Apertura,gua-liga-nacional-2023-2024-apertura
2022/2023 Clausura Playoffs,gua-liga-nacional-2022-2023-clausura-playoffs
2022/2023 Clausura,gua-liga-nacional-2022-2023-clausura
2022/2023 Apertura Playoffs,gua-liga-nacional-2022-2023-apertura-playoffs
2022/2023 Apertura,gua-liga-nacional-2022-2023-apertura
2021/2022 Clausura Playoffs,gua-liga-nacional-2021-2022-clausura-playoffs
2021/2022 Clausura,gua-liga-nacional-2021-2022-clausura
2021/2022 Apertura Playoffs,gua-liga-nacional-2021-2022-apertura-playoffs
2021/2022 Apertura,gua-liga-nacional-2021-2022-apertura
2020/2021 Clausura,gua-liga-nacional-2020-2021-clausura
2020/2021 Apertura,gua-liga-nacional-2020-2021-apertura
2019/2020 Clausura,gua-liga-nacional-2019-2020-clausura
2019/2020 Apertura Playoffs,gua-liga-nacional-2019-2020-apertura-playoffs
2019/2020 Apertura,gua-liga-nacional-2019-2020-apertura
2018/2019 Clausura Playoffs,gua-liga-nacional-2018-2019-clausura-playoffs
2018/2019 Clausura,gua-liga-nacional-2018-2019-clausura
2018/2019 Apertura Playoffs,gua-liga-nacional-2018-2019-apertura-playoffs
2018/2019 Apertura,gua-liga-nacional-2018-2019-apertura
2017/2018 Clausura Playoffs,gua-liga-nacional-2017-2018-clausura-playoffs
2017/2018 Clausura,gua-liga-nacional-2017-2018-clausura
2017/2018 Apertura Playoffs,gua-liga-nacional-2017-2018-apertura-playoffs
2017/2018 Apertura,gua-liga-nacional-2017-2018-apertura
2016/2017 Clausura Playoffs,gua-liga-nacional-2016-2017-clausura-playoffs
2016/2017 Clausura,gua-liga-nacional-2016-2017-clausura
2016/2017 Apertura Playoffs,gua-liga-nacional-2016-2017-apertura-playoffs
2016/2017 Apertura,gua-liga-nacional-2016-2017-apertura
2015/2016 Clausura Playoffs,gua-liga-nacional-2015-2016-clausura-playoffs
2015/2016 Clausura,gua-liga-nacional-2015-2016-clausura
2015/2016 Apertura Playoffs,gua-liga-nacional-2015-2016-apertura-playoffs
2015/2016 Apertura,gua-liga-nacional-2015-2016-apertura
2014/2015 Clausura Playoffs,gua-liga-nacional-2014-2015-clausura-playoffs
2014/2015 Clausura,gua-liga-nacional-2014-2015-clausura
2014/2015 Apertura Playoffs,gua-liga-nacional-2014-2015-apertura-playoffs
2014/2015 Apertura,gua-liga-nacional-2014-2015-apertura
2013/2014 Clausura Playoffs,gua-liga-nacional-2013-2014-clausura-playoffs
2013/2014 Clausura,gua-liga-nacional-2013-2014-clausura
2013/2014 Apertura Playoffs,gua-liga-nacional-2013-2014-apertura-playoffs
2013/2014 Apertura,gua-liga-nacional-2013-2014-apertura
2012/2013 Clausura Playoffs,gua-liga-nacional-2012-2013-clausura-playoffs
2012/2013 Clausura,gua-liga-nacional-2012-2013-clausura
2012/2013 Apertura Playoffs,gua-liga-nacional-2012-2013-apertura-playoffs
2012/2013 Apertura,gua-liga-nacional-2012-2013-apertura
2011/2012 Clausura Playoffs,gua-liga-nacional-2011-2012-clausura-playoffs
2011/2012 Clausura,gua-liga-nacional-2011-2012-clausura
2011/2012 Apertura Playoffs,gua-liga-nacional-2011-2012-apertura-playoffs
2011/2012 Apertura,gua-liga-nacional-2011-2012-apertura
2010/2011 Clausura Playoffs,gua-liga-nacional-2010-2011-clausura-playoffs
2010/2011 Clausura,gua-liga-nacional-2010-2011-clausura
2010/2011 Apertura Playoffs,gua-liga-nacional-2010-2011-apertura-playoffs
2010/2011 Apertura,gua-liga-nacional-2010-2011-apertura
2009/2010 Clausura Playoffs,gua-liga-nacional-2009-2010-clausura-playoffs
2009/2010 Clausura,gua-liga-nacional-2009-2010-clausura
2009/2010 Apertura Playoffs,gua-liga-nacional-2009-2010-apertura-playoffs
2009/2010 Apertura,gua-liga-nacional-2009-2010-apertura
2008/2009 Clausura Playoffs,gua-liga-nacional-2008-2009-clausura-playoffs
2008/2009 Clausura,gua-liga-nacional-2008-2009-clausura
2008/2009 Apertura Playoffs,gua-liga-nacional-2008-2009-apertura-playoffs
2008/2009 Apertura,gua-liga-nacional-2008-2009-apertura
2007/2008 Clausura Playoffs,gua-liga-nacional-2007-2008-clausura-playoffs
2007/2008 Clausura,gua-liga-nacional-2007-2008-clausura
2007/2008 Apertura Playoffs,gua-liga-nacional-2007-2008-apertura-playoffs
2007/2008 Apertura,gua-liga-nacional-2007-2008-apertura
2006/2007 Clausura Playoffs,gua-liga-nacional-2006-2007-clausura-playoffs
2006/2007 Clausura,gua-liga-nacional-2006-2007-clausura
2006/2007 Apertura Playoffs,gua-liga-nacional-2006-2007-apertura-playoffs
2006/2007 Apertura,gua-liga-nacional-2006-2007-apertura
