season,slug
2024,usa-u-s-open-cup-2024
2023,usa-u-s-open-cup-2023
2022,usa-u-s-open-cup-2022
2019,usa-u-s-open-cup-2019
2018,usa-u-s-open-cup-2018
2017,usa-u-s-open-cup-2017
2016,usa-lamar-hunt-u-s-open-cup-2016
2015,usa-lamar-hunt-u-s-open-cup-2015
2014,usa-lamar-hunt-u-s-open-cup-2014
