season,slug
2024/2025,sui-cup-2024-2025
2023/2024,sui-cup-2023-2024
2022/2023,sui-cup-2022-2023
2021/2022,sui-cup-2021-2022
2020/2021,sui-cup-2020-2021
2019/2020,sui-cup-2019-2020
2018/2019,sui-cup-2018-2019
2017/2018,sui-cup-2017-2018
2016/2017,sui-cup-2016-2017
2015/2016,sui-cup-2015-2016
2014/2015,sui-cup-2014-2015
2013/2014,sui-cup-2013-2014
2012/2013,sui-cup-2012-2013
2011/2012,sui-cup-2011-2012
2010/2011,sui-cup-2010-2011
2009/2010,sui-cup-2009-2010
2008/2009,sui-swisscom-cup-2008-2009
2007/2008,sui-swisscom-cup-2007-2008
2006/2007,sui-swisscom-cup-2006-2007
2005/2006,sui-swisscom-cup-2005-2006
2004/2005,sui-swisscom-cup-2004-2005
