season,slug
2024/2025,esp-segunda-division-2024-2025
2023/2024,esp-segunda-division-2023-2024
2022/2023,esp-segunda-division-2022-2023
2021/2022,esp-segunda-division-2021-2022
2020/2021,esp-segunda-division-2020-2021
2019/2020,esp-segunda-division-2019-2020
2018/2019,esp-segunda-division-2018-2019
2017/2018,esp-segunda-division-2017-2018
2016/2017,esp-segunda-division-2016-2017
2015/2016,esp-segunda-division-2015-2016
2014/2015,esp-segunda-division-2014-2015
2013/2014,esp-segunda-division-2013-2014
2012/2013,esp-segunda-division-2012-2013
2011/2012,esp-segunda-division-2011-2012
2010/2011,esp-segunda-division-2010-2011
2009/2010,esp-segunda-division-2009-2010
2008/2009,esp-segunda-division-2008-2009
2007/2008,esp-segunda-division-2007-2008
2006/2007,esp-segunda-division-2006-2007
2005/2006,esp-segunda-division-2005-2006
2004/2005,esp-segunda-division-2004-2005
2003/2004,esp-segunda-division-2003-2004
2002/2003,esp-segunda-division-2002-2003
2001/2002,esp-segunda-division-2001-2002
2000/2001,esp-segunda-division-2000-2001
1999/2000,esp-segunda-division-1999-2000
1998/1999,esp-segunda-division-1998-1999
1997/1998,esp-segunda-division-1997-1998
1996/1997,esp-segunda-division-1996-1997
1995/1996,esp-segunda-division-1995-1996
1994/1995,esp-segunda-division-1994-1995
1993/1994,esp-segunda-division-1993-1994
1992/1993,esp-segunda-division-1992-1993
1991/1992,esp-segunda-division-1991-1992
1990/1991,esp-segunda-division-1990-1991
1989/1990,esp-segunda-division-1989-1990
1988/1989,esp-segunda-division-1988-1989
1987/1988,esp-segunda-division-1987-1988
1986/1987,esp-segunda-division-1986-1987
1985/1986,esp-segunda-division-1985-1986
1984/1985,esp-segunda-division-1984-1985
1983/1984,esp-segunda-division-1983-1984
1982/1983,esp-segunda-division-1982-1983
1981/1982,esp-segunda-division-1981-1982
1980/1981,esp-segunda-division-1980-1981
1979/1980,esp-segunda-division-1979-1980
1978/1979,esp-segunda-division-1978-1979
1977/1978,esp-segunda-division-1977-1978
1976/1977,esp-segunda-division-1976-1977
1975/1976,esp-segunda-division-1975-1976
1974/1975,esp-segunda-division-1974-1975
1973/1974,esp-segunda-division-1973-1974
1972/1973,esp-segunda-division-1972-1973
1971/1972,esp-segunda-division-1971-1972
1970/1971,esp-segunda-division-1970-1971
1969/1970,esp-segunda-division-1969-1970
1968/1969,esp-segunda-division-1968-1969
1967/1968,esp-segunda-division-1967-1968
1966/1967,esp-segunda-division-1966-1967
1965/1966,esp-segunda-division-1965-1966
1964/1965,esp-segunda-division-1964-1965
1963/1964,esp-segunda-division-1963-1964
1962/1963,esp-segunda-division-1962-1963
1961/1962,esp-segunda-division-1961-1962
1960/1961,esp-segunda-division-1960-1961
1959/1960,esp-segunda-division-1959-1960
1958/1959,esp-segunda-division-1958-1959
1957/1958,esp-segunda-division-1957-1958
1956/1957,esp-segunda-division-1956-1957
1955/1956,esp-segunda-division-1955-1956
1954/1955,esp-segunda-division-1954-1955
1953/1954,esp-segunda-division-1953-1954
1952/1953,esp-segunda-division-1952-1953
1951/1952,esp-segunda-division-1951-1952
1950/1951,esp-segunda-division-1950-1951
1949/1950,esp-segunda-division-1949-1950
1948/1949,esp-segunda-division-1948-1949
1947/1948,esp-segunda-division-1947-1948
1946/1947,esp-segunda-division-1946-1947
1945/1946,esp-segunda-division-1945-1946
1944/1945,esp-segunda-division-1944-1945
1943/1944,esp-segunda-division-1943-1944
1942/1943,esp-segunda-division-1942-1943
1941/1942,esp-segunda-division-1941-1942
1940/1941,esp-segunda-division-1940-1941
1935/1936,esp-segunda-division-1935-1936
1933/1934,esp-segunda-division-1933-1934
1932/1933,esp-segunda-division-1932-1933
1931/1932,esp-segunda-division-1931-1932
1930/1931,esp-segunda-division-1930-1931
1929/1930,esp-segunda-division-1929-1930
1928/1929,esp-segunda-division-1928-1929
