season,slug
2024/2025,ita-serie-b-2024-2025
2023/2024 Playout,ita-serie-b-2023-2024-playout
2023/2024 Playoff,ita-serie-b-2023-2024-playoff
2023/2024,ita-serie-b-2023-2024
2022/2023 Playout,ita-serie-b-2022-2023-playout
2022/2023 Playoff,ita-serie-b-2022-2023-playoff
2022/2023,ita-serie-b-2022-2023
2021/2022 Aufstieg,ita-serie-b-2021-2022-aufstieg
2021/2022 Abstieg,ita-serie-b-2021-2022-abstieg
2021/2022,ita-serie-b-2021-2022
2020/2021 Aufstieg,ita-serie-b-2020-2021-aufstieg
2020/2021,ita-serie-b-2020-2021
2019/2020 Aufstieg,ita-serie-b-2019-2020-aufstieg
2019/2020 Abstieg,ita-serie-b-2019-2020-abstieg
2019/2020,ita-serie-b-2019-2020
2018/2019 Aufstieg,ita-serie-b-2018-2019-aufstieg
2018/2019 Abstieg,ita-serie-b-2018-2019-abstieg_2
2018/2019,ita-serie-b-2018-2019
2017/2018 Aufstieg,ita-serie-b-2017-2018-aufstieg
2017/2018 Abstieg,ita-serie-b-2017-2018-abstieg
2017/2018,ita-serie-b-2017-2018
2016/2017 Aufstieg,ita-serie-b-2016-2017-aufstieg
2016/2017,ita-serie-b-2016-2017
2015/2016 Aufstieg,ita-serie-b-2015-2016-aufstieg
2015/2016 Abstieg,ita-serie-b-2015-2016-abstieg
2015/2016,ita-serie-b-2015-2016
2014/2015 Aufstieg,ita-serie-b-2014-2015-aufstieg
2014/2015 Abstieg,ita-serie-b-2014-2015-abstieg
2014/2015,ita-serie-b-2014-2015
2013/2014 Aufstieg,ita-serie-b-2013-2014-aufstieg
2013/2014 Abstieg,ita-serie-b-2013-2014-abstieg
2013/2014,ita-serie-b-2013-2014
2012/2013 Aufstieg,ita-serie-b-2012-2013-aufstieg
2012/2013,ita-serie-b-2012-2013
2011/2012 Aufstieg,ita-serie-b-2011-2012-aufstieg
2011/2012 Abstieg,ita-serie-b-2011-2012-abstieg
2011/2012,ita-serie-b-2011-2012
2010/2011 Aufstieg,ita-serie-b-2010-2011-aufstieg
2010/2011 Abstieg,ita-serie-b-2010-2011-abstieg
2010/2011,ita-serie-b-2010-2011
2009/2010 Aufstieg,ita-serie-b-2009-2010-aufstieg
2009/2010 Abstieg,ita-serie-b-2009-2010-abstieg
2009/2010,ita-serie-b-2009-2010
2008/2009 Aufstieg,ita-serie-b-2008-2009-aufstieg
2008/2009 Abstieg,ita-serie-b-2008-2009-abstieg
2008/2009,ita-serie-b-2008-2009
2007/2008 Aufstieg,ita-serie-b-2007-2008-aufstieg
2007/2008,ita-serie-b-2007-2008
2006/2007 Abstieg,ita-serie-b-2006-2007-abstieg
2006/2007,ita-serie-b-2006-2007
2005/2006 Aufstieg,ita-serie-b-2005-2006-aufstieg
2005/2006 Abstieg,ita-serie-b-2005-2006-abstieg
2005/2006,ita-serie-b-2005-2006
2004/2005 Aufstieg,ita-serie-b-2004-2005-aufstieg
2004/2005 Abstieg,ita-serie-b-2004-2005-abstieg
2004/2005,ita-serie-b-2004-2005
2003/2004 Aufstieg,ita-serie-b-2003-2004-aufstieg
2003/2004,ita-serie-b-2003-2004
2002/2003,ita-serie-b-2002-2003
2001/2002,ita-serie-b-2001-2002
2000/2001,ita-serie-b-2000-2001
1999/2000,ita-serie-b-1999-2000
1998/1999,ita-serie-b-1998-1999
1997/1998 Playoff,ita-serie-b-1997-1998-playoff
1997/1998,ita-serie-b-1997-1998
1996/1997,ita-serie-b-1996-1997
1995/1996,ita-serie-b-1995-1996
1994/1995,ita-serie-b-1994-1995
