season,slug
2024/2025,europa-league-2024-2025
2023/2024,europa-league-2023-2024
2022/2023,europa-league-2022-2023
2021/2022,europa-league-2021-2022
2020/2021,europa-league-2020-2021
2019/2020,europa-league-2019-2020
2018/2019,europa-league-2018-2019
2017/2018,europa-league-2017-2018
2016/2017,europa-league-2016-2017
2015/2016,europa-league-2015-2016
2014/2015,europa-league-2014-2015
2013/2014,europa-league-2013-2014
2012/2013,europa-league-2012-2013
2011/2012,europa-league-2011-2012
2010/2011,europa-league-2010-2011_2
2009/2010,europa-league-2009-2010
2008/2009,uefa-cup-2008-2009
2007/2008,uefa-cup-2007-2008
2006/2007,europa-league-2006-2007
2005/2006,uefa-cup-2005-2006
2004/2005,uefa-cup-2004-2005
2003/2004,uefa-cup-2003-2004
2002/2003,uefa-cup-2002-2003
2001/2002,uefa-cup-2001-2002
2000/2001,uefa-cup-2000-2001
1999/2000,uefa-cup-1999-2000
1998/1999,uefa-cup-1998-1999
1997/1998,uefa-cup-1997-1998
1996/1997,uefa-cup-1996-1997
1995/1996,uefa-cup-1995-1996
1994/1995,uefa-cup-1994-1995
1993/1994,uefa-cup-1993-1994
1992/1993,uefa-cup-1992-1993
1991/1992,uefa-cup-1991-1992
1990/1991,uefa-cup-1990-1991
1989/1990,uefa-cup-1989-1990
1988/1989,uefa-cup-1988-1989
1987/1988,uefa-cup-1987-1988
1986/1987,uefa-cup-1986-1987
1985/1986,uefa-cup-1985-1986
1984/1985,uefa-cup-1984-1985
1983/1984,uefa-cup-1983-1984
1982/1983,uefa-cup-1982-1983
1981/1982,uefa-cup-1981-1982
1980/1981,uefa-cup-1980-1981
1979/1980,uefa-cup-1979-1980
1978/1979,uefa-cup-1978-1979
1977/1978,uefa-cup-1977-1978
1976/1977,uefa-cup-1976-1977
1975/1976,uefa-cup-1975-1976
1974/1975,uefa-cup-1974-1975
1973/1974,uefa-cup-1973-1974
1972/1973,uefa-cup-1972-1973
1971/1972,uefa-cup-1971-1972
1970/1971,uefa-cup-1970-1971
1969/1970,uefa-cup-1969-1970
1968/1969,uefa-cup-1968-1969
1967/1968,uefa-cup-1967-1968
1966/1967,uefa-cup-1966-1967
1965/1966,uefa-cup-1965-1966
1964/1965,uefa-cup-1964-1965
1963/1964,uefa-cup-1963-1964
1962/1963,uefa-cup-1962-1963
1961/1962,uefa-cup-1961-1962
1960/1961,uefa-cup-1960-1961
1958/1960,uefa-cup-1958-1960
1955/1958,europa-league-1955-1958
