season,slug
2024,chi-primera-division-2024
2023,chi-primera-division-2023
2022,chi-primera-division-2022
2021,chi-primera-division-2021
2020,chi-primera-division-2020
2019,chi-primera-division-2019
2018,chi-primera-division-2018
2017 Torneo de Transición,chi-primera-division-2017-torneo-de-transicion
2017 Playoffs Libertadores,chi-primera-division-2017-playoffs-libertadores
2016/2017 Clausura,chi-primera-division-2016-2017-clausura
2016/2017 Apertura,chi-primera-division-2016-2017-apertura
2016/2017 Ap. Playoff Libert.,chi-primera-division-2016-2017-ap-playoff-libert
2015/2016 Copa Sud Playoffs,chi-primera-division-2015-2016-copa-sud-playoffs
2015/2016 Clausura,chi-primera-division-2015-2016-clausura
2015/2016 Apertura,chi-primera-division-2015-2016-apertura
2015/2016 Ap. Playoff Libert.,chi-primera-division-2015-2016-ap-playoff-libert
2014/2015 Copa Sud Playoffs,chi-primera-division-2014-2015-copa-sud-playoffs
2014/2015 Clausura,chi-primera-division-2014-2015-clausura
2014/2015 Apertura,chi-primera-division-2014-2015-apertura
2014/2015 Ap. Playoff Libert.,chi-primera-division-2014-2015-ap-playoff-libert
2013/2014 Copa Sud Playoffs,chi-primera-division-2013-2014-copa-sud-playoffs
2013/2014 Clausura,chi-primera-division-2013-2014-clausura
2013/2014 Apertura Final,chi-primera-division-2013-2014-apertura-final
2013/2014 Apertura,chi-primera-division-2013-2014-apertura
2013/2014 Ap. Playoff Libert.,chi-primera-division-2013-2014-ap-playoff-libert
2013 Torneo Transición,chi-primera-division-2013-torneo-transicion
2012 Clausura Playoffs,chi-primera-division-2012-clausura-playoffs
2012 Clausura,chi-primera-division-2012-clausura
2012 Apertura Playoffs,chi-primera-division-2012-apertura-playoffs
2012 Apertura,chi-primera-division-2012-apertura
2011 Copa Sud Playoffs,chi-primera-division-2011-copa-sud-playoffs
2011 Clausura Playoffs,chi-primera-division-2011-clausura-playoffs
2011 Clausura,chi-primera-division-2011-clausura
2011 Apertura Playoffs,chi-primera-division-2011-apertura-playoffs
2011 Apertura,chi-primera-division-2011-apertura
2010 Copa Sud Playoffs,chi-primera-division-2010-copa-sud-playoffs
2010 Copa Lib Playoffs,chi-primera-division-2010-copa-lib-playoffs
2010,chi-primera-division-2010
2009 Copa Sud Playoffs,chi-primera-division-2009-copa-sud-playoffs
2009 Clausura Playoffs,chi-primera-division-2009-clausura-playoffs
2009 Clausura,chi-primera-division-2009-clausura
2009 Apertura Playoffs,chi-primera-division-2009-apertura-playoffs
2009 Apertura,chi-primera-division-2009-apertura
2008 Clausura Playoffs,chi-primera-division-2008-clausura-playoffs
2008 Clausura,chi-primera-division-2008-clausura
2008 Apertura Playoffs,chi-primera-division-2008-apertura-playoffs
2008 Apertura,chi-primera-division-2008-apertura
2007 Copa Sud Playoffs,chi-primera-division-2007-copa-sud-playoffs
2007 Clausura Playoffs,chi-primera-division-2007-clausura-playoffs
2007 Clausura,chi-primera-division-2007-clausura
2007 Apertura,chi-primera-division-2007-apertura
2006 Clausura Playoffs,chi-primera-division-2006-clausura-playoffs
2006 Clausura,chi-primera-division-2006-clausura
2006 Apertura Playoffs,chi-primera-division-2006-apertura-playoffs
2006 Apertura,chi-primera-division-2006-apertura
2005 Clausura Playoffs,chi-primera-division-2005-clausura-playoffs
2005 Clausura,chi-primera-division-2005-clausura
2005 Apertura Playoffs,chi-primera-division-2005-apertura-playoffs
2005 Apertura,chi-primera-division-2005-apertura
2004 Clausura Playoffs,chi-primera-division-2004-clausura-playoffs
2004 Clausura,chi-primera-division-2004-clausura
2004 Apertura Playoffs,chi-primera-division-2004-apertura-playoffs
2004 Apertura,chi-primera-division-2004-apertura
2003 Clausura Playoffs,chi-primera-division-2003-clausura-playoffs
2003 Clausura,chi-primera-division-2003-clausura
