season,slug
2024 Intermedio,uru-primera-division-2024-intermedio
2024 Apertura,uru-primera-division-2024-apertura
2023 Playoff,uru-primera-division-2023-playoff
2023 Intermedio,uru-primera-division-2023-intermedio
2023 Clausura,uru-primera-division-2023-clausura
2023 Apertura,uru-primera-division-2023-apertura
2022 Playoffs,uru-primera-division-2022-playoffs
2022 Intermedio,uru-primera-division-2022-intermedio
2022 Clausura,uru-primera-division-2022-clausura
2022 Apertura,uru-primera-division-2022-apertura
2021 Playoffs,uru-primera-division-2021-playoffs
2021 Clausura,uru-primera-division-2021-clausura
2021 Apertura,uru-primera-division-2021-apertura
2020 Playoffs,uru-primera-division-2020-playoffs
2020 Intermedio,uru-primera-division-2020-intermedio
2020 Clausura,uru-primera-division-2020-clausura
2020 Apertura Finale,uru-primera-division-2020-apertura-finale
2020 Apertura,uru-primera-division-2020-apertura
2019 Playoffs,uru-primera-division-2019-playoffs
2019 Intermedio Finale,uru-primera-division-2019-intermedio-finale
2019 Intermedio,uru-primera-division-2019-intermedio
2019 Clausura Finale,uru-primera-division-2019-clausura-finale
2019 Clausura,uru-primera-division-2019-clausura
2019 Apertura,uru-primera-division-2019-apertura
2018 Playoffs,uru-primera-division-2018-playoffs
2018 Intermedio Finale,uru-primera-division-2018-intermedio-finale_2
2018 Intermedio,uru-primera-division-2018-intermedio
2018 Clausura,uru-primera-division-2018-clausura
2018 Apertura,uru-primera-division-2018-apertura
2017 Playoff,uru-primera-division-2017-playoff
2017 Intermedio Finale,uru-primera-division-2017-intermedio-finale
2017 Intermedio,uru-primera-division-2017-intermedio
2017 Descenso,uru-primera-division-2017-descenso
2017 Clausura,uru-primera-division-2017-clausura
2017 Apertura,uru-primera-division-2017-apertura
2016,uru-primera-division-2016
2015/2016 Playoff,uru-primera-division-2015-2016-playoff
2015/2016 Clausura,uru-primera-division-2015-2016-clausura
2015/2016 Apertura,uru-primera-division-2015-2016-apertura
2014/2015 Playoff,uru-primera-division-2014-2015-playoff
2014/2015 Clausura,uru-primera-division-2014-2015-clausura
2014/2015 Apertura,uru-primera-division-2014-2015-apertura
2013/2014 Playoff,uru-primera-division-2013-2014-playoff
2013/2014 Clausura,uru-primera-division-2013-2014-clausura
2013/2014 Apertura,uru-primera-division-2013-2014-apertura
2012/2013 Playoff,uru-primera-division-2012-2013-playoff
2012/2013 Clausura,uru-primera-division-2012-2013-clausura
2012/2013 Apertura,uru-primera-division-2012-2013-apertura
2011/2012 Playoff,uru-primera-division-2011-2012-playoff
2011/2012 Clausura,uru-primera-division-2011-2012-clausura
2011/2012 Apertura,uru-primera-division-2011-2012-apertura
2010/2011 Playoff,uru-primera-division-2010-2011-playoff
2010/2011 Clausura,uru-primera-division-2010-2011-clausura
2010/2011 Apertura,uru-primera-division-2010-2011-apertura
2009/2010 Playoff,uru-primera-division-2009-2010-playoff
2009/2010 Clausura,uru-primera-division-2009-2010-clausura
2009/2010 Apertura,uru-primera-division-2009-2010-apertura
2009 Liguilla,uru-primera-division-2009-liguilla
2008/2009 Playoff,uru-primera-division-2008-2009-playoff
2008/2009 Clausura,uru-primera-division-2008-2009-clausura
2008/2009 Apertura Playoffs,uru-primera-division-2008-2009-apertura-playoffs
2008/2009 Apertura,uru-primera-division-2008-2009-apertura
2008 Liguilla Final,uru-primera-division-2008-liguilla-final
2008 Liguilla,uru-primera-division-2008-liguilla
2007/2008 Clausura Playoffs,uru-primera-division-2007-2008-clausura-playoffs
2007/2008 Clausura,uru-primera-division-2007-2008-clausura
2007/2008 Championship Playoff,uru-primera-division-2007-2008-championship-playoff
2007/2008 Apertura,uru-primera-division-2007-2008-apertura
2006/2007 Clausura Playoffs,uru-primera-division-2006-2007-clausura-playoffs
2006/2007 Clausura,uru-primera-division-2006-2007-clausura
2006/2007 Apertura,uru-primera-division-2006-2007-apertura
2005/2006 Clausura,uru-primera-division-2005-2006-clausura
2005/2006 Apertura,uru-primera-division-2005-2006-apertura
2004/2005 Clausura,uru-primera-division-2004-2005-clausura
2004/2005 Apertura,uru-primera-division-2004-2005-apertura
2003 Clausura,uru-primera-division-2003-clausura
