season,id_season,id_comp,start_date,end_date,name
2025/26,3m3hltejq5dp7tvessefe7pck,1eruend45vd20g9hbrpiggs5u,2025-09-12T00:00:00Z,2026-06-14T00:00:00Z,Botola Pro 2025/2026
2024/25,dh0uimezzcj8b7pmwoxc2m590,1eruend45vd20g9hbrpiggs5u,2024-08-30T00:00:00Z,2025-06-14T00:00:00Z,Botola Pro 2024/2025
