key,         slug

afl,         african-football-league-2023
caf.cl,      caf-champions-league-2024-2025

eg.1,           egy-premiership-2023-2024
ma.1,           mar-botola-pro-1-2024-2025
dz.1,          alg-ligue-1-2024-2025
